object_id,ra,dec,phot_z,stellar_mass,P_merge,vis_class,tidal_feature_vis,shell,stream,tail,plume,double_nucleus,vis_class_flag
42697068753474703,353.7528913441975,0.2871068466009304,0.2612139880657196,21183000576.0,0.6634989380836487,1,0,0,0,0,0,0,0
37494338644638650,36.594754292159244,-4.575025033373184,0.30767738819122314,72365998080.0,0.6150274276733398,1,0,0,0,0,0,0,0
75338558210076558,243.62961319066508,54.42986045418246,0.2168753445148468,158779998208.0,0.9517144560813904,1,0,0,0,0,0,0,0
75954563894514272,241.4894883158369,56.22170040292353,0.10931719839572906,60053999616.0,0.996829092502594,1,0,0,0,0,0,0,0
42687856048632149,351.2943648320981,0.14044088227691623,0.10429488122463226,14021999616.0,0.9255105257034302,1,0,0,0,0,0,0,0
42094686705313052,150.57503469140664,0.9193867170511545,0.12751688063144684,12974000128.0,0.582895040512085,1,0,0,0,0,0,0,0
38553567774134749,35.99103989205291,-3.802248712347351,0.11879608035087585,29049999360.0,0.8743124008178711,1,0,0,0,0,0,0,0
75959241113892048,243.57144113281237,56.28563452961297,0.24266551434993744,6091899904.0,0.5763458013534546,1,0,0,0,0,0,0,0
75338571094976659,243.7341995773281,54.97411987981781,0.12991388142108917,3228900096.0,0.5326712727546692,1,0,0,0,0,0,0,0
42094682410350307,150.640539733392,0.813778919933387,0.09709206223487854,9237999616.0,0.7056093215942383,1,0,0,0,0,0,0,0
